commentNum,href,id,image,introduce,name,quote,star
149555,https://movie.douban.com/subject/6985810/,90,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg,导演:托马斯·温特伯格ThomasVinterberg主演:麦斯·米科尔森MadsMik...2012/丹麦瑞典/剧情,狩猎,none,9.0
265431,https://movie.douban.com/subject/1305487/,91,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:莱昂纳多·迪卡普里奥L...2002/美国加拿大/传记犯罪剧情,猫鼠游戏,none,8.8
280436,https://movie.douban.com/subject/1291545/,92,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,导演:蒂姆·波顿TimBurton主演:伊万·麦克格雷格EwanMcGregor/阿...2003/美国/剧情家庭奇幻冒险,大鱼,none,8.7
356730,https://movie.douban.com/subject/1297192/,93,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg,导演:JamesMangold主演:JohnCusack/RayLiotta/AmandaPeet2003/美国/剧情悬疑惊悚,致命ID,none,8.7
356376,https://movie.douban.com/subject/1418834/,94,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg,导演:李安AngLee主演:希斯·莱杰HeathLedger/杰克·吉伦哈尔Jake...2005/美国加拿大/剧情爱情同性家庭,断背山,none,8.7
255650,https://movie.douban.com/subject/1305164/,95,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1962839732.jpg,导演:陈可辛PeterChan主演:黎明LeonLai/张曼玉MaggieCheung/...1996/香港/剧情爱情,甜蜜蜜,none,8.8
306660,https://movie.douban.com/subject/1316510/,96,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1993903133.jpg,导演:刘镇伟JeffreyLau主演:梁朝伟TonyLeungChiuWai/林青霞Bri...1993/香港/喜剧古装,射雕英雄传之东成西就,none,8.7
172573,https://movie.douban.com/subject/1292434/,97,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg,导演:杨德昌EdwardYang主演:吴念真/李凯莉KellyLee/金燕玲Elai...2000/台湾日本/剧情爱情家庭,一一,none,8.9
379473,https://movie.douban.com/subject/4268598/,98,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg,导演:中岛哲也TetsuyaNakashima主演:松隆子TakakoMatsu/冈田将生...2010/日本/剧情惊悚,告白,none,8.7
387463,https://movie.douban.com/subject/1298070/,99,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg,导演:戈尔·维宾斯基GoreVerbinski主演:约翰尼·德普JohnnyDepp/...2003/美国/动作冒险奇幻,加勒比海盗,none,8.6
299251,https://movie.douban.com/subject/4917726/,100,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg,导演:姜炯哲Hyeong-CheolKang主演:沈恩京Eun-kyungShim/闵孝琳Hy...2011/韩国/剧情喜剧,阳光姐妹淘,none,8.8
171597,https://movie.douban.com/subject/3008247/,101,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,导演:马克·赫门MarkHerman主演:阿沙·巴特菲尔德AsaButterfield/...2008/英国美国/剧情战争,穿条纹睡衣的男孩,none,8.9
102127,https://movie.douban.com/subject/1294371/,102,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg,导演:查理·卓别林CharlesChaplin主演:查理·卓别林CharlesChaplin...1936/美国/喜剧剧情爱情,摩登时代,none,9.2
171078,https://movie.douban.com/subject/1292208/,103,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg,导演:KátiaLund/FernandoMeirelles主演:AlexandreRodrigues/Lea...2002/巴西法国/犯罪剧情,上帝之城,none,8.9
